,CLM_NBR,AUTO_ACCIDENT_DESC,CLAIMANT_STATUS,APPR_DAM_EST_REC_CNT,VEH_COLR_TXT,VEH_DAM_TXT,CLMT_VEH_MDL_NM,CLMT_VEH_YR,VEH_TYPE,VEH_PRIMARY_PT_OF_DAMAGE,AIRBAG_DEPLOYED,VEH_SPEED_AT_IMPACT
7479,AYI4SKK,Multi Veh - Unclear Liab,Closed to Subrogation,2,Red,REAR BUMPER,TAURUS,2009,Automobile,Complete Rear End,None,Below 10 mph
7483,VTY023I,Multi Veh - Unclear Liab,Closed without Payment,0,BLUE,"P/S FENDER, DOOR DM",SILVERADO,2010,Automobile,Passenger Front Corner,None,21-50 mph
7485,QE5FBIH,Multi Veh - Unclear Liab,Closed without Payment,1,Blue,POI/DMG: F END SMAS,ESCORT ZX2,2000,Automobile,Complete Front End,None,Unknown
7489,1S6PFLC,Multi Veh - Clear Liab,Closed without Payment,1,WHITE,FRT DS,RANGE ROVE,2019,Automobile,Driver Front Corner,None,10-20 mph
7493,BF9DATS,Multi Veh - Unclear Liab,Closed without Payment,2,Silver,POI:REAR:MIDDLE TOW,QUEST 3.5,2006,Automobile,Complete Rear End,None,Parked or Stopped
7501,OHXN6AS,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,POI F/E SMASH HOOD,626 DX/626,1997,Automobile,Driver Front Corner,None,Unknown
7507,34ZDON6,Multi Veh - Unclear Liab,Closed with Payment,1,RED,UNKNOWN,SIENNA XLE,2004,Automobile,Driver Center,More than one,10-20 mph
7517,CXI6LKQ,Multi Veh - Unclear Liab,Closed with Payment,2,WHITE,REAR BUMPER-CRACKED,ACCORD E,2003,Automobile,Complete Rear End,None,Parked or Stopped
7526,6JNEZIY,Multi Veh - Unclear Liab,Closed with Payment,2,RED,POI:R/E D/S BMPR-DE,LIBERTY LI,2010,Automobile,Driver Front Corner,None,Below 10 mph
7529,GFI3NNB,Multi Veh - Unclear Liab,Closed with Payment,5,Black,FRONT BUMPER TORN O,LS 460 L,2007,Automobile,Driver Front Corner,None,Unknown
7545,KQS6KPS,Multi Veh - Unclear Liab,Closed with Payment,2,BURGUNDY,PPOI D/S FRT QTR PA,CR-V EX,2008,Automobile,Driver Front Corner,One,Below 10 mph
7551,MKPZDHS,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK (040),"REAR BUMPER, CRACKE",E350 4MATI,2008,Automobile,Complete Rear End,None,Below 10 mph
7553,T06ZO3D,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,"RADIATOR, HOOD, FRO",ESCAPE SE,2016,Automobile,Complete Front End,More than one,21-50 mph
7557,VTVBCUR,Multi Veh - Unclear Liab,Closed without Payment,1,LT BLUE,FRONT BUMPER EXTENT,UNKN,1900,Automobile,Complete Front End,None,Below 10 mph
7561,43GW2XV,Multi Veh - Clear Liab,Closed with Payment,1,WHITE,BUMPER PUSHED UNDER,ROGUE S/SV,2011,Automobile,Complete Front End,One,Unknown
7581,VAGVT6J,Single Veh,Closed without Payment,1,UNKNOWN,DMG UNK,COROLLA L/,2016,Automobile,No Damage,None,Below 10 mph
7585,398Q1MI,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,UNKNOWN,RAV4 XLE A,2017,Automobile,Driver Front Corner,More than one,Unknown
7587,IT18K27,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,POI: DAMAGE TO FRON,MAZDA3 S,2008,Automobile,Complete Front End,None,Below 10 mph
7591,S53YGZE,Multi Veh - Unclear Liab,Closed with Payment,1,Blue,R/E P/S MUFFLER PUS,GRAND CARA,2013,Automobile,Passenger Rear Corner,None,Parked or Stopped
7597,520Z31I,Multi Veh - Unclear Liab,Closed without Payment,1,BLACK,P/S FRONT CORNER SM,SANTA FE G,2015,Automobile,Passenger Front Corner,More than one,Below 10 mph
7601,GIUVVTU,Multi Veh - Unclear Liab,Closed without Payment,0,GRAY,COMPLETE REAR END (,HIGHLANDER,2013,Automobile,Complete Rear End,None,Parked or Stopped
7603,HVJZ6FQ,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,POI:F/E DENTED,SENTRA S/F,2013,Automobile,Complete Front End,One,Below 10 mph
7609,BGAC4RZ,Multi Veh - Unclear Liab,Closed without Payment,0,GRAY,VERIFY DAMAGES,RANGE ROVE,2015,Automobile,Complete Front End,None,Unknown
7611,5LCWMUA,Multi Veh - Unclear Liab,Closed without Payment,1,SILVER,UNKNOWN,MDX AWD,2008,Automobile,Complete Front End,None,Unknown
7613,RES767P,Multi Veh - Unclear Liab,Closed with Payment,2,RED,POI: P/S FRT END DM,MDX AWD,2004,Automobile,Passenger Front Corner,None,Unknown
7621,B5D8L5F,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,"COMPLETE FRONT END,",REGAL LS/R,2000,Automobile,Complete Front End,None,Below 10 mph
7633,0TTB4QR,Multi Veh - Unclear Liab,Closed without Payment,1,GRAY,DMG UNK,MUSTANG,2005,Automobile,Driver Front Corner,Unknown,Unknown
7636,OV9BI0G,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,POI:  D/S FRONT TIR,COROLLA CE,2005,Automobile,Driver Front Corner,One,Unknown
7639,36RU8K5,Multi Veh - Unclear Liab,Closed with Payment,6,TAFFETA WHITE,SUPP  PS FE FEND,CR-V EX,2005,Automobile,Passenger Front Corner,None,21-50 mph
7648,29G2X99,Multi Veh - Unclear Liab,Closed with Payment,2,BLUE MET,POI: RR BUMPER IS D,ES 330,2004,Automobile,Complete Rear End,None,Parked or Stopped
7652,CZHTZGD,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,POI: P/S DOORS PUSH,CAMRY BASE,2011,Automobile,Passenger Center,Unknown,21-50 mph
7654,DWDN094,Single Veh,Closed with Payment,2,Black,PAINT SCRAPES INTO,E350,2012,Automobile,Complete Rear End,None,Parked or Stopped
7656,L1PRD8G,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK,"F/E P/S FENDER, TIR",ACCORD EX,2017,Automobile,Passenger Front Corner,More than one,Below 10 mph
7659,H8YIC4Y,Multi Veh - Unclear Liab,Closed without Payment,0,Silver,REAR END DINGED/SCR,MALIBU LS,2010,Automobile,Complete Rear End,None,Parked or Stopped
7663,BKC5TCZ,Multi Veh - Unclear Liab,Closed without Payment,0,DARK CHERRY,PRIMARY POINT OF DA,ODYSSEY EX,2007,Automobile,Complete Rear End,None,Parked or Stopped
7667,RHNXRAK,Multi Veh - Unclear Liab,Closed without Payment,1,Silver,POI: REAR D/S BUMPE,GRAND CARA,2010,Automobile,Driver Rear Corner,None,Parked or Stopped
7669,N8FW3PK,Single Veh,Closed with Payment,1,BLUE,EXTENSIVE FRONT END,ACADIA SLT,2008,Automobile,Complete Front End,None,21-50 mph
7672,VH7Y7LS,Multi Veh - Unclear Liab,Closed with Payment,3,Silver,POI: RADIATOR LEAK/,CR-V LX,2011,Automobile,Complete Front End,None,21-50 mph
7674,J583D2H,Multi Veh - Clear Liab,Closed without Payment,2,WHITE,FRT. END,TERRAIN SL,2015,Automobile,Complete Front End,Unknown,Unknown
7676,ODHXCE8,Multi Veh - Unclear Liab,Closed without Payment,1,Gray,POI FRT END NO DMG,RANGER,1999,Automobile,No Damage,None,Below 10 mph
7685,DNX64ML,Multi Veh - Unclear Liab,Closed without Payment,2,GRAY,POID/S FRONT SMASHE,RX 300 BAS,2001,Automobile,Complete Front End,None,10-20 mph
7690,A297CG2,Multi Veh - Unclear Liab,Closed with Payment,1,UNKNOWN,REAR LIFTGATE DAMAG,325IT/325X,2001,Automobile,Complete Rear End,None,Parked or Stopped
7693,U82O4TJ,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,FRONT CENTER / EXT,G6,2006,Automobile,Complete Front End,None,Unknown
7711,GBVEFKI,Multi Veh - Unclear Liab,Closed without Payment,1,WHITE,POI/DMG: REAR LIFT,EXPLORER X,2006,Automobile,Complete Rear End,None,Parked or Stopped
7731,FWJMMNO,Multi Veh - Unclear Liab,Closed without Payment,1,gray,POI-R BUMPER TORN O,VERSA S/VE,2012,Automobile,Complete Rear End,None,Parked or Stopped
7733,ZJW5G04,Multi Veh - Unclear Liab,Closed with Payment,2,BRONZE METALLI,POI FRT BUMPER DENT,ENCORE AWD,2015,Automobile,Complete Front End,None,Below 10 mph
7737,GFKI3TD,Multi Veh - Unclear Liab,Closed with Payment,2,SILVER,COMPLETE FRONT BUMP,G6,2010,Automobile,Complete Front End,None,10-20 mph
7739,ZMUICAG,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,BACK GLASS MAY BE D,BRZ TS,2018,Automobile,Complete Driver Side,More than one,Unknown
7759,VJQLVWP,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,ENTIRE FRNT END AND,C250,2012,Automobile,Complete Front End,More than one,21-50 mph
7764,W9KRGVC,Multi Veh - Unclear Liab,Closed with Payment,3,WHITE,REAR DMG,300 LIMITE,2016,Automobile,Complete Rear End,None,10-20 mph
7779,0GKHQA7,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK,CENTER OF REAR END,4RUNNER SR,2013,Automobile,Complete Rear End,None,Parked or Stopped
7781,LOWMWY7,Multi Veh - Clear Liab,Closed with Payment,3,Blue,SUPP,CAMRY HYBR,2018,Automobile,Passenger Rear Corner,None,Unknown
7785,1AK0PCK,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,"FRONT BUMPER, GRILL",F-150 SUPE,2012,Automobile,Complete Front End,Unknown,Unknown
7789,3JZIDB8,Single Veh,Closed with Payment,1,BLACK,POI: FRONT D/S FEND,TC,2011,Automobile,Complete Front End,More than one,21-50 mph
7791,MIQV66F,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,UNK EXTENT OF DMG,EQUINOX LT,2013,Automobile,Complete Front End,More than one,Unknown
7795,BM8HBOT,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,"DAMAGE TO HOOD,",ACCORD EX,2008,Automobile,Complete Front End,More than one,21-50 mph
7803,VM5VAUK,Multi Veh - Unclear Liab,Closed with Payment,2,Blue,DAMAGE TO THE FRONT,COROLLA L/,2016,Automobile,Complete Front End,None,Unknown
7807,SRFVXFS,Multi Veh - Unclear Liab,Closed without Payment,1,GREEN,LICENSE PLATE BENT,ESCORT LX,1997,Automobile,Complete Front End,None,Unknown
7831,61ESRKY,Multi Veh - Unclear Liab,Closed with Payment,1,BROWN,POI: REAR END EXTEN,SILVERADO,2015,Automobile,Complete Rear End,None,Parked or Stopped
7835,1SKKDHK,Multi Veh - Unclear Liab,Closed without Payment,1,SILVER,BUMPER PUNCTURED UN,HIGHLANDER,2010,Automobile,Complete Rear End,None,Below 10 mph
7837,C344EXS,Multi Veh - Unclear Liab,Closed without Payment,0,Gray,FRONT DAMAGE,AURA XR,2009,Automobile,Passenger Front Corner,None,10-20 mph
7842,64NAO22,Multi Veh - Unclear Liab,Closed with Payment,1,GREYISH GREEN,RADIATOR LEAK,SANTA FE S,2012,Automobile,Complete Front End,None,Unknown
7844,ZU4H2KE,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,POI-D/S F/E BUMPER.,RAM VAN,2000,Automobile,Driver Front Corner,None,Unknown
7847,UCD8DS4,Multi Veh - Unclear Liab,Closed without Payment,1,UNKNOWN,FRONT END DMG,EXPRESS CUTAW,2003,Automobile,Complete Front End,None,Unknown
7857,AD99RVL,Multi Veh - Unclear Liab,Closed without Payment,0,BLUE,PRIMARY POINT OF DA,325CI,2002,Automobile,Complete Rear End,None,Parked or Stopped
7859,470F6T5,Multi Veh - Unclear Liab,Closed without Payment,0,RED,REAR WAS SMASHED IN,PRIUS C,2013,Automobile,Complete Rear End,None,Parked or Stopped
7871,RZAH49T,Multi Veh - Unclear Liab,Closed with Payment,1,RED METALLIC,REAR P/S  BUMPER,FORESTER 2,2013,Automobile,Passenger Rear Corner,None,Below 10 mph
7873,7PXIMCH,Single Veh,Closed without Payment,1,Black,UNK IF DAMAGED,F-150 SUPE,2017,Automobile,Passenger Front Corner,Unknown,Unknown
7877,W68B50T,Multi Veh - Unclear Liab,Closed with Payment,3,SILVER,DS REAR,CR-V EX AW,2014,Automobile,Driver Rear Corner,None,Parked or Stopped
7881,8UPLXKO,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,FRONT AND REAR END,FOCUS SE,2009,Automobile,Complete Front End,One,Over 50 mph
7883,L9MVIG6,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,COMPLETE FRONT END,CR-V EX AWD,2017,Automobile,Complete Front End,One,Unknown
7887,I8AN75M,Multi Veh - Unclear Liab,Closed with Payment,1,GREY,POI FRONT DOOR/ FRO,PASSAT GLS,2003,Automobile,Passenger Center,None,Unknown
7893,1XNFR6T,Multi Veh - Unclear Liab,Closed with Payment,1,Silver,POI FRONT BUMPER CE,TAURUS SES,2001,Automobile,Complete Front End,None,10-20 mph
7899,0L5JEQD,Multi Veh - Unclear Liab,Closed with Payment,3,White,POI: FRONT BUMPER U,MDX AWD,2013,Automobile,Complete Front End,None,10-20 mph
7903,HCNJD77,Multi Veh - Unclear Liab,Closed with Payment,2,Blue,DMG TO FRONT BUMPER,GLE350 4MA,2016,Automobile,Driver Front Corner,None,Below 10 mph
7905,A6BT60E,Multi Veh - Unclear Liab,Closed without Payment,0,UNKNOWN,PS FRONT,ELANTRA GL,2006,Automobile,Passenger Front Corner,None,Unknown
7913,4I4KRHP,Multi Veh - Unclear Liab,Closed with Payment,3,BLACK,"PS FRONT, LIGHT DMG",CRUZE 2LT/,2015,Automobile,Passenger Front Corner,None,Unknown
7917,E5ZNFRE,Multi Veh - Unclear Liab,Closed without Payment,0,GREY,POI- F/E DMG- INSD,CIVIC EX,2012,Automobile,Driver Front Corner,None,21-50 mph
7921,IQAX3S8,Multi Veh - Unclear Liab,Closed with Payment,3,Blue,COMPLETE REAR END,SONIC LT,2014,Automobile,Complete Rear End,None,10-20 mph
7923,IP1EBAV,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,D/S FRNT DOOR SMASH,FORTE LX,2010,Automobile,Driver Front Corner,None,Unknown
7925,OX7RC35,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,F/E CENTER DMGED; H,626 LX/626,2000,Automobile,Complete Front End,None,21-50 mph
7928,3HLT304,Multi Veh - Unclear Liab,Closed with Payment,1,CHARCOAL,POI: FRT GRILL PUSH,SRX LUXURY,2013,Automobile,Complete Front End,None,Below 10 mph
7930,SUC6GK2,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,"P/S FRT WHEEL,FRT B",MUSTANG EC,2017,Automobile,Driver Front Corner,More than one,10-20 mph
7939,4UGLFC8,Multi Veh - Unclear Liab,Closed with Payment,2,IVORY,ER SUPP,MDX AWD,2017,Automobile,Passenger Rear Corner,None,Unknown
7947,ENHQEJD,Single Veh,Closed with Payment,1,BRIGHT SILVER,POI: P/S FRONT FEND,200 LX,2011,Automobile,Passenger Front Corner,None,Below 10 mph
7951,3J1TBO5,Single Veh,Closed with Payment,1,WHITE,"DMG TO P/S DOOR, RE",F-250 SUPE,2008,Automobile,Passenger Center,None,21-50 mph
7954,3K9NJ8U,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,POI:  FRONT END DEN,CHEROKEE S,2000,Automobile,Complete Front End,More than one,21-50 mph
7960,KNX92KZ,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,R/E BUMPER F/E DMG,ROGUE,2014,Automobile,Complete Front End,None,Parked or Stopped
7968,UT897EX,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,CENTER OF FRONT END,ELANTRA BL,2010,Automobile,Complete Front End,None,Unknown
7974,IIGIBCF,Multi Veh - Unclear Liab,Closed with Payment,2,RED,POI: REAR BUMPER SM,ACCORD EX,2003,Automobile,Complete Rear End,None,Unknown
7976,OGKPUSW,Multi Veh - Unclear Liab,Closed without Payment,1,WHITE,MINIMAL DMG,TITAN CREW,2007,Automobile,Complete Front End,None,Below 10 mph
7980,1OQHUYU,Multi Veh - Unclear Liab,Closed with Payment,2,Gray,CENTER REAR BUMPER,ODYSSEY,2013,Automobile,Complete Rear End,None,Parked or Stopped
7983,SYU5MHC,Multi Veh - Unclear Liab,Closed without Payment,0,METALLIC GOLD,REAR BUMPER BENT,CTS LUXURY,2015,Automobile,Complete Rear End,None,Parked or Stopped
7985,3ZNRL6A,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,POI F/E,HHR LS,2011,Automobile,Complete Front End,One,Unknown
7989,OT7LB8F,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,"FRT END DMG , MAKIN",CX-9 AWD,2010,Automobile,Passenger Front Corner,One,10-20 mph
7991,PM9AIZP,Multi Veh - Unclear Liab,Closed with Payment,1,RED,IV CAUGHT FIRE,ALTIMA,2013,Automobile,All Over,More than one,Unknown
7995,VECXBVX,Multi Veh - Unclear Liab,Closed with Payment,3,RED,FRONT BMPR,NEW BEETLE,2008,Automobile,Complete Front End,None,Unknown
8001,MDN378M,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,BUMPER DAMAGGE,X5 XDRIVE,2012,Automobile,Complete Front End,None,21-50 mph
8004,2JZOUUJ,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,IV COMPLETE FRONT E,GL450 4MAT,2011,Automobile,Complete Front End,More than one,Unknown
8014,Q4J6AWG,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,TWO BACK TIRES BLOW,ESCAPE LIM,2008,Automobile,Complete Driver Side,One,Unknown
8016,H4FMDVZ,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,FRONT P/S BUMPER AN,COROLLA L/,2015,Automobile,Passenger Front Corner,None,Unknown
8022,JTR90RI,Single Veh,Closed with Payment,1,BLACK,FRONT END DAMAGED;,VUE AWD,2004,Automobile,Complete Front End,None,10-20 mph
8025,FP99RO4,Multi Veh - Unclear Liab,Closed with Payment,1,TAN,POI: FRONT MAJOR DA,626 LX/626,1999,Automobile,Complete Front End,More than one,21-50 mph
8029,YW6ZNUC,Multi Veh - Unclear Liab,Closed with Payment,1,BLIZZARD PEARL,REAR BUMPER,SIENNA XLE,2010,Automobile,Complete Rear End,None,Unknown
8031,XBVQJZQ,Multi Veh - Unclear Liab,Closed with Payment,3,DARK GRA,COMPLETE DRIVER SID,CHEROKEE L,2015,Automobile,Complete Driver Side,None,Below 10 mph
8033,RA0355E,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,UNK,CENTURY BA,2005,Automobile,Complete Front End,None,Unknown
8069,GKAD4T4,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,BUMPER AND FENDER,PRIUS BASE,2009,Automobile,Driver Front Corner,None,Unknown
8073,H4MOQV5,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,POI: REAR P/S SIDE-,ACCORD EX,1900,Automobile,Passenger Center,None,Unknown
8079,GWAYV3S,Multi Veh - Unclear Liab,Closed without Payment,1,BLACK,UNKNOWN,CALIBER SE,2007,Automobile,Driver Front Corner,None,Unknown
8087,1IIOJTO,Multi Veh - Unclear Liab,Closed without Payment,1,Blue,POI: FRONT P/S BUMP,CIVIC EX,1995,Automobile,Driver Front Corner,None,Below 10 mph
8090,50DD6RM,Single Veh,Closed with Payment,1,BLACK,POI-FRONT END WAS S,ACCORD DX,2005,Automobile,Complete Front End,None,21-50 mph
8092,8WRTY8N,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,D/S REAR SEAT PUSHE,MOUNTAIN,2004,Automobile,Driver Center,More than one,Unknown
8104,GEPX3F2,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,"P/S QUARTER PANEL,",COROLLA BA,2009,Automobile,Complete Rear End,None,21-50 mph
8107,ZXDELGY,Multi Veh - Unclear Liab,Closed with Payment,2,PEWTER,SUPP FRONT DAMAGE,ODYSSEY EX,2019,Automobile,Complete Front End,More than one,Unknown
8115,9UD570J,Multi Veh - Unclear Liab,Closed without Payment,1,Red,FRONT END DAMAGES-,ECLIPSE GS,2002,Automobile,Complete Front End,More than one,21-50 mph
8124,NIRLKAK,Multi Veh - Unclear Liab,Closed without Payment,1,Red,POI: D/S FRONT DOOR,GRAND CARA,2000,Automobile,Driver Center,None,21-50 mph
8127,EN78ZE3,Single Veh,Closed with Payment,1,BLACK,WHOLE FRONT END CRU,MAZDA3 I,2010,Automobile,Complete Front End,More than one,Over 50 mph
8133,NE3HNKT,Multi Veh - Unclear Liab,Closed with Payment,2,Blue,POI: REAR END SMASH,PILOT EX,2008,Automobile,Complete Rear End,None,Below 10 mph
8135,P509OJC,Multi Veh - Unclear Liab,Closed with Payment,2,Red,SUPP,F-150 SUPE,2018,Automobile,Passenger Center,None,Over 50 mph
8137,3DX7QMP,Multi Veh - Unclear Liab,Closed with Payment,3,BURGANDY,POI: FRONT END DMG/,SUBURBAN 1,2005,Automobile,Complete Front End,None,21-50 mph
8173,MG87SJJ,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,UNK POI UNK EXT OF,SILVERADO,2013,Automobile,Driver Front Corner,Unknown,Unknown
8179,S2M44IR,Single Veh,Closed with Payment,7,Gray,DS SCRAPED AND DENT,CHEROKEE L,2017,Automobile,Complete Rear End,None,21-50 mph
8182,CPF7DOW,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,POI: EXTENSIVE FRON,PASSAT GLS,2002,Automobile,Complete Front End,One,21-50 mph
8185,K8HOCTN,Single Veh,Closed with Payment,1,BROWN,POI: BACK WINDSHEIL,CALIBER SX,2008,Automobile,Complete Driver Side,None,21-50 mph
8191,KV7YC3G,Multi Veh - Unclear Liab,Closed with Payment,6,GRAY,POI/DMG:P/S FRONT F,JETTA SEL,2013,Automobile,Passenger Front Corner,None,10-20 mph
8194,SQ5BQ1R,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,P/S DOORS AND FENDE,ELANTRA SE,2015,Automobile,Passenger Center,None,Unknown
8196,6FZ03YM,Multi Veh - Unclear Liab,Closed with Payment,2,White,FRONT BUMPER/GRILL/,F-250 SUPE,2004,Automobile,Complete Front End,None,10-20 mph
8202,1GURSI4,Multi Veh - Unclear Liab,Closed without Payment,1,BLACK,UNKNOWN REAR END DA,K3500,1982,Automobile,Complete Rear End,Unknown,Unknown
8214,SBCCEBF,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK,"F/E BUMPER OFF, HEA",CAMRY L/LE,2013,Automobile,Complete Front End,None,10-20 mph
8216,FSU6TUT,Multi Veh - Unclear Liab,Closed with Payment,3,WHITE,POI:IMPACT/DMG-REAR,PILOT TOUR,2011,Automobile,Complete Rear End,None,Over 50 mph
8222,MDKFP6I,Multi Veh - Unclear Liab,Closed with Payment,1,PRL WHITE,D/S DOOR,350Z,2004,Automobile,Driver Center,None,Parked or Stopped
8228,QIHW53U,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,"ALL OVER DMG, GLASS",ESCAPE XLT,2006,Automobile,All Over,None,21-50 mph
8230,16TV6OC,Multi Veh - Unclear Liab,Closed with Payment,3,Gold,D/S FRONT DMG,OPTIMA,2016,Automobile,Driver Front Corner,None,Parked or Stopped
8236,EE6WT45,Multi Veh - Unclear Liab,Closed with Payment,2,WHITE,PRIMARY POINT OF DA,AVALANCHE,2003,Automobile,Complete Front End,None,Unknown
8239,DG0MQAC,Multi Veh - Unclear Liab,Closed with Payment,1,TAN,POI: P/S 1/4 PNL PU,BONNEVILLE,2002,Automobile,Passenger Rear Corner,None,Unknown
8247,EGJDSQX,Multi Veh - Unclear Liab,Closed with Payment,4,Black,"PS FRT END, PS WHEE",SRX PERFOR,2013,Automobile,Passenger Front Corner,None,21-50 mph
8251,MODYC5M,Single Veh,Closed with Payment,1,GRAY,FRONT END DAMAGE. E,F-150 SUPE,2015,Automobile,Complete Front End,One,Unknown
8253,JZLA1ZF,Multi Veh - Unclear Liab,Closed with Payment,2,BLUE,COMPLETE FRONT END,ELANTRA LI,2017,Automobile,Complete Front End,More than one,Over 50 mph
8255,8ITL61T,Single Veh,Closed with Payment,1,WHITE,"R/E D/S TAILIGHT, R",ACCORD EX,2015,Automobile,Driver Rear Corner,One,Over 50 mph
8264,NHYEML3,Multi Veh - Unclear Liab,Closed without Payment,1,GRAY,R/E DOOR BENT,TUNDRA SR5,2000,Automobile,Complete Rear End,None,21-50 mph
8266,O6TCTX3,Single Veh,Closed without Payment,1,WHITE,P/D: FRONT BUMPER,IS 250,2012,Automobile,Complete Front End,None,Unknown
8274,G391JNS,Multi Veh - Unclear Liab,Closed with Payment,2,GOLD,SMASHED IN,GX 460,2015,Automobile,Complete Front End,None,Below 10 mph
8277,TWMJH42,Single Veh,Closed with Payment,1,BLACK,POI:COMPLETE PASSEN,RANGER XL/,2000,Automobile,Complete Passenger Side,None,21-50 mph
8279,1LU5IIA,Multi Veh - Unclear Liab,Closed with Payment,1,RED,PRIMARY POINT OF DA,SIENNA CE/,2007,Automobile,Passenger Front Corner,More than one,21-50 mph
8291,YMJNE3H,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,PRIMARY POINT OF DA,EQUINOX LT,2017,Automobile,Complete Rear End,None,Parked or Stopped
8315,5A6VCKG,Multi Veh - Unclear Liab,Closed without Payment,2,Green,POI: GRILL AND HOOD,CENTURY CU,1999,Automobile,Complete Front End,None,21-50 mph
8321,J9JT60K,Multi Veh - Unclear Liab,Closed with Payment,2,WHITE,CENTER F/E BUMPER &,F-350 SUPE,2012,Automobile,Complete Front End,None,Below 10 mph
